# phi1    phi2
-33.775250644514415    -0.07190499259502786
-33.42964730988405    0.009935277910318773
-31.34605349693186    -0.7558170561774016
-31.990788603515227    -0.4778454627849069
-31.81659730643014    -0.6757369058904305
-30.86520067005631    0.0488904035132093
-30.813700030262282    0.03423763690751579
-31.824955468317228    0.21150856376831617
-31.913816072111047    -0.04410195647939428
-31.199459229632453    0.1419724682616876
-30.69214466559339    0.24684667407117325
-32.706350057839984    0.3108693567938879
-32.59905836005436    0.15695715312117123
-32.490534827259296    -0.25454271592363564
-32.76746062431323    0.04825873083874217
-32.500972571720695    -0.2840582712670689
-31.145967435834507    0.13840735412466848
-31.772997354478207    0.20320240539322512
-31.57193436969476    0.00024237570037159096
-31.20506761967198    -0.17278661584595398
-31.482772695350832    -0.0500902350986861
-31.981800822227854    -0.07515154841138771
-31.74958927945005    -0.19534637046471084
-34.080287405068134    0.2564216609371941
-31.15996739616628    -0.024578469975922317
-31.994117735912766    0.041532621354653826
-31.77358062142747    -0.04627185032314928
-32.20753517280252    0.0443993490359673
-31.25537411625129    0.08887345061648687
-31.282380113463773    -0.16058759256598637
-31.119316240822286    0.03976132528282855
-32.04448419790009    0.14314908143148616
-32.04243362873518    0.09994730077890578
-34.34806528403186    0.3800027450444495
-31.935037483335464    -0.09865255889578317
-32.662484677387226    0.04009858926216584
-31.436145315074043    -0.3032141845081329
-32.43427126821115    -0.3108396324523313
-32.278328360320415    -0.060316959185721566
-30.990514198560106    0.17132351430823267
-30.89846422136702    0.07922913300467412
-30.911822815683763    0.0705910197806704
-33.66169509246254    0.5875636181203325
-33.391797276587454    1.8663653600662586
-32.698068647913544    1.0067259729267917
-33.85068658446181    0.5465265581206853
-32.54869491022532    0.8176520238066131
-33.43733478551161    1.6077420502831474
-32.99814609742441    0.36580273004099423
-34.11553671839897    1.2916807471469895
-33.67468741989336    1.1910322929124446
-33.614300296927524    1.725473960615002
-33.91361312287688    0.28108131250705104
-33.36114902914568    0.36179295299874026
-33.78490717399933    1.6531462737459588
-33.51771283331891    1.314258532453394
-33.638980277789415    1.5039065850349909
-32.85876604597041    1.0746074404532577
-34.07873554665446    1.4551742664595164
-33.187972920576556    0.34912871262792483
-33.71927636961652    0.30705160375465795
-34.00507328607489    1.025033724210094
-33.35939855432264    1.326243063295523
-34.002051684972685    0.8584666089572254
-33.02462194228866    1.5354441315418164
-32.295738085131575    1.3942097770907758
-32.37612058353665    1.1806375009730457
-30.657498266969412    0.451173013750289
-31.48002482510867    0.7255645446296582
-31.462519126507686    0.6360376365443853
-30.738913345077208    0.43887930336658615
-32.505930146280775    1.1878329694479857
-32.7555518265583    1.813059471677788
-32.48564621144561    1.5250649595044956
-30.757840727458188    0.9123818522795756
-32.719617336939905    1.2632991296914113
-32.69957393817447    1.1846860762771725
-30.872077369547924    1.3646657157553665
-30.66842903578049    1.0923449956207518
-31.2186906633421    1.2757763374851967
-30.49611780643096    1.2106412476612496
-31.054323882923427    1.702970289269221
-31.97550585622656    1.1380353200038102
-31.04520161356004    1.7570317450094288
-31.143752546663393    1.225827512238962
-30.801071383899796    1.5350307863645476
-31.034153883956208    1.5740521561560985
-32.06100018945102    1.142775887739604
-31.64459174350577    1.2060311880144687
-31.932940762271926    1.3093967371109783
-68.37896446447701    -1.9767192086533938
-67.94665510493633    -1.8390622396931076
-68.23161281668496    -1.8977105320108607
-67.45927598280286    -1.639605346590442
-67.87472444947616    -1.0523328954882971
-67.00900997072085    -1.7815030375097378
-66.33891312791934    -1.2041142814756425
-66.32907327118608    -1.1870389739322973
-65.94587474525912    -2.065881042929461
-65.60950275329316    -1.4833170758745318
-66.20075350656123    -2.110598453550782
-32.74959937753056    1.8918780068217944
-31.06303783855725    1.9208522078258448
-11.767332515560327    -1.5197822544029953
-11.907323472609278    -0.989379501842865
-12.04872692008712    -1.2280749305236338
-11.75696128607757    -1.8777320317082349
-11.802496040765504    -1.343628561704016
-67.8825406946894    -0.19453249873803652
-66.93714526553674    -0.32809189853215776
-67.23922852255305    -0.6757974532686603
-67.03203373181839    -0.12921626967015248
-67.54396329235487    -0.07260562207624782
-66.91663853147026    -0.910903700928171
-67.1398080060398    -0.6721101499564239
-66.33138739745579    -0.7761068161110944
-66.0990471709905    -0.9304943200373574
-66.89041640696723    0.30096990447328054
-66.44852149127246    -1.1271583980808233
-65.30337095830913    -0.8713699294484845
-65.31624567611175    -0.5774937632725003
-66.01398637366486    -0.6633214530825613
-64.86726529410538    -0.9279022689035514
-65.60000651396888    -0.5498232274864037
-65.0666284123763    -0.3973864952524995
-64.97480058810226    -0.08116895339750858
-64.87067633618767    -0.619447602040764
-65.41566241025583    -0.28347847523082365
-64.7384000568897    -0.4927900154374063
-64.83589282116344    0.18445455768314634
-65.38462669353686    -0.20274269122791827
-65.37125986102313    -0.3853405271661723
-65.26189647896598    0.0038370337248425338
-64.63056257699515    0.701709272174547
6.557420938419995    -3.1203301387888245
-9.7294876469428    -1.3561987999837168
-8.837442016731472    -1.3502767297499003
-9.758566729222878    -1.9581885897867592
-9.276151506037422    -1.0369901936324466
-9.850911396267577    -0.0016218365089616567
-9.400486354880798    -0.47389021116149377
-9.480999724317314    -0.2758769691449693
-9.425958507590622    -0.32633174349533667
-9.81082001337711    0.4401631905558597
-9.568268447759351    -0.25324044121596023
-9.669924771878641    -0.4265364949932889
-10.956874567695081    -0.9391437785444556
-11.545216613306309    -1.3788914437454967
-11.599130434454196    -0.16826872800894926
-11.70463844942492    -0.9913164025810671
-11.65473980308326    -0.30977194136439207
-11.6621913473154    -0.25399099364461836
-11.597561798677134    -0.8034850274469985
-11.55082691934939    -0.2924187051788223
-11.111076670879925    -0.5358506963873804
-11.516219738701182    -0.6101140848065054
-10.274915069038059    -1.7669023832387134
-10.72855239282427    -1.17074809730853
-11.707888068527609    -0.37987084187085646
-11.10305539181752    -0.5583238196110235
-11.167186109496754    -1.8378084997656856
-11.106292591278134    -0.43546501337739635
-10.68260553210547    -0.12330723068001051
-10.84071502145241    -0.3625876822065268
-10.426899938542931    0.3179822709265972
-10.965228625561394    -0.35598796219449663
-11.21239099139683    -0.5119178340567905
-11.333008913149968    -0.4556719285569103
-11.382500826968055    -0.4304145413769076
-10.564550806283478    -0.32200557027760823
-11.301793039189533    -0.30763910644049225
-10.752025490215146    -0.2681012840793393
-10.886822273828898    0.027146476350010114
-11.063325412305971    -0.22651113908810702
-10.94861879909638    0.05747699588965866
-10.24391422002111    -0.3268014352922771
-10.868617126159108    -0.5437883669546527
-10.256297846827579    -0.3253889367738703
-10.214620091009294    -0.099917148962019
-10.047709268301048    -0.44019213306600596
-11.344622931925471    -0.07715375829594695
-11.263414944291355    -0.1569715252768365
-10.182253330158005    -0.48492769238470324
-10.306539290927674    -0.5060648072373698
-10.310754591021919    -1.1674566964269162
-11.33906432358765    -0.10807597572308172
-11.466774654093172    -0.27442197261084667
-10.94195484893686    -0.26443978722177197
-11.465615420702363    -0.006294897676059325
-10.087831308597629    -1.5919694699400244
-11.535889936796082    -0.12917037640130646
-11.316519855988588    -0.04624467614081338
-11.21076468401094    -0.11846752788882806
-11.175077769553468    -0.43547681007927747
-10.094519775507422    1.0159712893041315
-10.406618990403274    1.1579449275416867
-11.086434435973501    0.4554626686938447
-11.028266433995555    0.26008195578648274
-10.297868535210227    0.45037910193400454
-10.475485485381682    0.811643907907764
-52.20651378873083    -0.5631848227207163
-52.6025585935314    -0.49376549032790834
-51.59125858257596    -0.23430389700839485
-53.33516919566449    -0.31804434521872654
-52.409590616051446    0.24948998278055085
-53.14554991876855    -0.4662680502068677
-52.262451270940744    -0.6760941825476384
-53.03079159874699    -0.31286795987701976
-53.0818066079886    0.7170549331504347
-51.92889565583312    -0.11211881335720991
-53.38174222251047    -0.09494436728161244
-52.59220437098395    -0.2541703681518987
-53.14682168218769    -0.5610629163101593
-53.14396702214526    -0.5392767012712907
-51.853852340001424    -0.4717877909832098
-52.513666199105614    -0.0768622309251348
-52.69285259532592    -0.2643614608838857
-53.08217466550951    -0.15505326024793947
-53.234311641099566    0.1298937422173471
-51.61931621850255    -0.09603576552380677
-51.620129452686854    -0.4054734847019741
-52.003304884587635    -0.28234168360774164
-52.76115715841985    -0.15284495398316328
-52.20800521456903    -0.2759085756582298
-53.14205685916056    -0.23285081018485973
-53.11732080555453    -0.16716387567343305
-51.84115980037825    -0.15748810552224596
-52.213961002481085    -0.7395993276188321
-53.03333435522876    -0.1574829668460083
-53.2251239529939    -0.5159932880527337
-51.68195597794437    0.13926001508634808
-51.20065255914125    -0.21400655266134738
-51.99026335974486    0.010244945589412585
-51.99151884907462    0.012694575771418248
-52.22806775925051    0.2743609734876941
-51.62820426903272    0.039256438574769
-51.59494630267068    0.008024575872787517
-51.42627163221499    -0.12780004848982743
-50.720465572674186    -0.2864719137781418
-50.6780362973177    -0.2841612291963711
-50.73989026996077    -0.34122267034068926
-50.72493636020539    -0.21622889125413666
-52.199238373658545    0.10825730691698233
-51.46745197804495    -0.2129262635726389
-50.94164382781247    -0.8349216983874841
-50.86535646281055    -0.9713222271746114
-52.032047202179285    0.0371965237226773
-51.80701500300137    0.13492408766728925
-51.30904779537667    -0.418443306512801
-51.937600537481956    0.8954645208145618
-50.89861640734887    -0.2380500966079757
-50.81831903691875    -0.256083380313473
-50.87514818880095    -0.3458082381108769
-51.476486404525474    0.28751638817170383
-51.584401129234436    0.18304967939314826
-50.15745186754447    0.10875742604852578
-51.05658190502112    -0.12021040899343398
-51.4101041349806    0.1642418107955843
-50.32476373227058    -0.16380887378418443
-50.698399491060286    -0.10412541270373582
-50.232470717035426    0.3555098185374482
-51.101064376647344    0.4974966624364745
-50.843502506226116    0.2288910742912144
-50.53703453031966    0.19482463178200007
-50.18934099425934    0.4299246497346469
-50.03789371255158    -0.6477790647453265
-50.39297567458004    -0.04012416352640488
-50.25428900219731    0.14961884427014882
-50.560195833819876    -0.5178289584796183
-50.274452646379245    -0.17642131045342554
-50.370524443909574    -0.2710088177934335
-50.19067459961718    -0.06630090938016554
-50.98626928023617    -0.1385172131490857
-50.30684371438002    -0.3506067880163013
-51.196716836835265    0.3334689993332822
-50.920968903156734    -0.07171169215337891
-50.88277662877363    -0.03249445169994666
-50.35942092832272    0.10175145434871499
-52.9797815486603    1.2640931179025536
-50.60206391164661    -0.18557941577146564
-50.612578248602574    -0.21619248472427735
-50.42430358866591    -0.030678063719762165
-50.23976839982902    -0.1307298412196153
-51.37511068266821    0.29856786451199935
-50.0131700471174    -0.4054033896599905
-50.89766819386176    0.9764042319397909
-50.71401012888492    0.8384359205520848
-49.78269507992013    -0.5274613403693306
-49.8264897856979    0.3657717840518094
-49.91328825098202    -0.7823216415163454
-49.904982120176385    -0.2523218330694717
-49.98041318795492    0.42272810394523713
-49.74478432193018    -0.09934995731992388
8.253377172662226    -3.461897553044873
9.629097373851636    -3.493482191072118
8.826779300794811    -3.551030081783937
8.731983808593014    -2.644312740756362
9.743494309723502    -2.5708533438157306
8.851533846463099    -2.7653981609746534
9.333097869741238    -2.4710463134870584
9.261437877551629    -1.6946210132814916
7.90784714916839    -2.771699955936165
9.434751859390559    -1.9270470562290505
8.037073414897208    -2.617809464123011
9.761538526063276    -1.9551813941986718
9.68664350345685    -2.1582870005899633
7.524339857956846    -3.0074948504476
7.529307029583464    -2.8879199361031755
9.39734257044256    -1.4952531826309656
9.128996035723077    -1.967076388829695
7.411397012360709    -3.383820420317015
7.06342360720555    -1.8711697984843239
7.772274799714722    -2.430598483184845
6.385790923997405    -2.8468859935902304
7.009828076044585    -2.003559465760197
6.564447055538324    -2.627670120785901
8.529504118573925    -2.2746521296428472
7.538310920534741    -1.78726479003619
7.092266505523384    -3.204846183326398
6.565916203432749    -2.9399427321275007
7.097871058135382    -2.2331301670391994
7.748266678292765    -2.1598722903596648
7.451885910321522    -1.7074372277109988
6.515858675807124    -3.0143273546034672
7.8235571024531225    -2.5318896574312184
7.53908244353849    -1.8802965776657175
7.108085697998831    -3.261726160196411
7.955470452739149    -2.4930773093165968
8.871792914926715    -1.4557537645105376
8.350767695378664    -1.8107287018693925
8.420777435052287    -1.234077637109827
7.580766472217022    -1.5486590735484467
8.575209788220661    -0.9115052528731791
7.892716637579724    -1.5640359755803543
8.628390073570927    -1.154756587514988
8.619909335245922    -0.9470260639063562
9.060024915691542    -1.3216471425525014
8.567140225523133    -1.1375429855997716
8.146512479505219    -1.0915997663495067
8.894732147629384    -1.9243380919663897
8.063683998154232    -1.7417191884766015
7.777982901773811    -1.204449695272152
7.6107999681576075    -0.9704540446538252
7.531203032733288    -0.9758047927208375
8.240008414645672    -2.270982792803855
7.826738234091835    -1.6409027281410342
8.375356302418425    -0.7486847542420624
8.388566986589751    -1.5472489453820075
8.457302138748531    -1.022328248809
8.885622896855608    -1.0274244298643733
9.057289925488334    -1.777434780870401
8.009432196183127    -1.472606936718297
9.034133718984862    -1.7518662363717532
8.425251604809262    -1.0126529629553207
9.10221890601801    -1.122431190988346
8.899847006146587    -1.611529906455552
7.941283681371743    -1.037487112926641
8.26557203277818    -0.770503124571556
8.419491010762073    -0.3428054487929854
-83.50549157178398    -4.129354043026506
-83.07966687385374    -3.929474475592279
-83.77683265829273    -3.5566221105186595
-83.22871050937493    -3.199463546754943
-82.6966129421852    -3.8916820083103087
-83.14312600135503    -3.3350401478930074
-82.85561515973194    -3.7759221231121525
-83.68165588610043    -2.910576251888896
-83.67867247734404    -2.9852683232371273
-7.89301425887578    -2.031587163542761
-7.960910834743402    -2.1401213113346547
-8.326397253174207    0.06225503975543027
-8.23458788779908    -0.4121203410519811
-8.324095755709493    0.04336800052008327
-8.35901862442745    -0.2698393413718953
-8.249576482300881    -0.7534024394746088
-8.195869922891632    -0.5283827134834188
-7.380195170921354    -1.5325053232086934
-8.99503583216648    -0.26816788288426846
-8.097108946468211    -0.40236853785210924
-8.607936254597575    -0.2945101078247106
-9.119023317482743    -0.3137891585585419
-7.999221470653936    -0.6755165614681748
-8.152330225866535    -0.5978005561418176
-8.057525650086518    -0.009844227594103994
-8.759070011128529    -0.4672888386480646
-8.569543588048418    -0.5871135876181734
-8.465174960714364    -0.3568238372738198
-8.388252618464549    -0.5156367080445293
-8.117632254285581    -0.7524741217218505
-7.548062511005355    -0.46096154668226325
-7.061065229039514    -0.38820552690725174
-7.94706246041045    -0.12103168366278119
-7.231000631481493    0.3248619824856533
-7.144270739493038    0.7812500213653594
-7.3445229160037115    -0.26051957701061895
-7.653727615672096    -0.6278512647636773
-7.9023678715036    -0.17646481249936263
-6.783926217295061    0.2103535039009769
-7.083421880740161    -0.8299037510265079
-7.5580025563648405    -0.17021686115750967
-7.1165145721938075    -0.46992696200892
-7.372304260102169    -0.44456917952304764
-7.584006740034681    -0.4797394265089375
-7.256206108817878    -0.3952197429139652
-7.593373084867608    -0.5441026129953891
-7.106429788387288    -0.09461468837022521
-6.802352185827999    -0.4117689331833055
-7.0889827146930315    -0.6847138314642228
-7.560284744954117    -0.46027499300911656
-9.421939303137492    -0.13535904910377441
-9.370790472467547    -0.0009348428154818353
-7.476660974936294    0.9345392471201571
-8.16690199132745    0.7929599806962356
-8.066282498146279    1.0926312978625279
-9.017707022395598    0.15650773078125324
-7.861915227486577    0.885328392309691
-9.150135606189053    -0.17453882810967897
-7.857820001994185    1.0490469963617104
-9.584019738554616    0.4172519810384319
-9.2842521945351    -0.38654655182000763
-7.258890283345863    0.9501995100216709
-8.872863540935555    0.972438373736856
-9.202460448212378    0.9766291516611619
-9.25506122321508    0.9350881550016752
9.83156109857083    -1.0382971855718626
9.974822792561923    -1.5651257087383539
9.543212042976421    -0.5231259780232569
8.91560104131932    -0.615385383648917
9.035457251306582    -0.3406802970477544
-49.372812535624405    -1.423428260547865
-6.346543528469169    0.32189284932500517
-6.5082577925697365    0.4778977424950053
-6.722180858829972    0.4144339521721213
-49.4369099255419    0.04346242005729637
-49.02268274040176    0.21353663609211576
-49.23138487481401    0.33828769789055624
-49.23300517495005    0.3887703315582244
-48.01644944894281    -0.17200485493549922
-48.62358514456798    0.38780477821118614
-49.30819389506598    0.16322138575778167
-49.14646331576546    0.03961664395731203
-49.626298462487114    -0.40270245532524224
-48.89606303451541    0.09375696378650213
-47.95353701082382    -0.38043765652938216
-49.331304468421536    -0.41503206558897454
-48.62177177358461    -0.11307930235182104
-48.48513320186578    -0.33777249696220935
-49.557336848512136    -0.19005798217095857
-49.25253195399307    -0.46236077820096416
-49.42494279114385    -0.045626615515716534
-48.95824236217908    0.38431467703842964
-48.74555698986126    0.08166922416324965
-48.41868185139282    -0.16180820422374906
-48.539871333682754    -0.0697411672643478
-48.870854546758665    0.16104466412764834
-49.480071771217695    -0.6207576631254628
-48.43997367772033    -0.2951551046562631
-48.73425263433887    0.12711494192433384
-48.0994919610651    -0.13408624806508265
-49.220238959613255    -0.011764007316251367
-48.786147946389235    -1.1245081838822946
-49.037205798515515    -0.041577876691832286
-49.00822145462382    -0.1615905428968446
-48.236954559328524    -0.25934301665212767
-47.687693739008466    -0.06909384052862348
-47.88578103677696    0.06915285781399422
-47.99259248546559    -1.0591609959178305
-48.47012738433898    0.12552083910073486
-48.62617981142182    0.13280677548262138
-48.613271789793316    0.09017383920416988
-47.7111240056708    -0.10140775753344554
-48.026776578008764    0.11861084071937773
-46.936357443761096    -0.253168872941871
-48.11870205659545    0.10209674741336902
-48.0377574368307    0.1937223472320272
-47.56552521379058    -0.20654856685901454
-48.44625673153075    -0.04760241879578843
-48.29013865785504    0.25393163651682754
-48.31268417523688    0.2626235715676642
-47.026409713255816    -0.3448128281963209
-48.41027043387817    0.7391267026485854
-46.11050071606769    -0.23869270950728577
-47.160191048377555    0.16354991239191866
-47.51463937843528    -0.12663746537083884
-46.57353667337043    0.02937933998674331
-46.339772768421255    0.05725289089332037
-46.9849217740005    -0.04050071654089898
-46.62428109981852    0.13873795937801148
-47.08670865052733    -0.04372582192896806
-46.151485592022425    -0.13565207995488104
-46.34304920902497    0.13513315052005653
-46.52537204160069    -0.5453228843948972
-49.27515720500452    0.56640158621773
-46.4553388140032    0.002405511166666842
-46.24714946310161    -0.2561309336278224
-46.832267478329356    -0.21271615275061936
-46.41024137353537    -0.08864349787036763
-48.3073354502265    0.5177339153542146
-46.120909533132306    -0.542030528512254
-46.60127418857991    0.058570326728343156
-46.12413856814811    -0.37882219511192083
-46.202344131975394    0.052142618284158775
-49.25492860192384    0.5491875696291156
-46.79786273740393    -0.28588022887172654
-46.01480922231144    0.029283301542785002
-48.17044347409967    0.7349610349213959
-47.043643198657605    -0.1384677898194135
-47.65290239660692    0.023009801557498943
-46.84664978648493    -0.10337200653687895
-46.74537573507786    0.04869894912399161
-46.44201220072625    0.12317138633375933
-46.00648707823234    -0.4508352161655336
-47.519327471811096    -0.011242595777406663
-47.394119853378584    0.10553780021657275
-46.446357864851905    -0.17169503754304424
-46.94003600003896    0.1526478529661731
-49.04498163284103    0.5007212074677658
-47.21706673828845    0.12924905573309364
-47.81010279660717    0.4410559288107611
-47.13008120883836    0.015515521874587728
-47.85139621290625    0.34452470029299004
-47.045725525024864    -0.040997604191495486
-47.8793674234704    1.511077451414182
-47.76419249936316    1.1712694576705276
-47.74087295110462    0.5811318310408746
-45.8920451469873    0.32474904720421915
-46.55319825451619    0.5280530830441726
-46.566254266109695    0.4120477076880002
-46.71012880363736    0.4753313488798741
-46.22948636710362    0.2356595483782017
-46.733648755096    0.2491081544839239
-46.752870568776586    0.24330337306928398
-46.827206843338104    0.2982574088049978
-46.925428655999326    1.0315752235811213
-45.990977439256994    0.21139925504978008
-45.872159565698325    0.9612001112732383
-45.82596459245775    0.2972841352665823
-46.77885919747814    0.21010003594021892
-79.61870975336814    -3.5330453927682925
-79.58558515918992    -2.824107225599191
-79.20019164267654    -2.9146816786387912
-78.81857911403677    -3.609924861239929
-79.84354563531605    -2.3741289188194097
-79.4338634487035    -2.829943004944992
-77.15745491990964    -3.5513805903223776
-76.66969210129497    -3.587642978087071
-78.91132139507306    -2.455564089895368
-78.93662083607052    -1.8091740545390798
-79.43732806758072    -2.014620199604145
-79.19706238827331    -1.7463900665368708
-79.60423147989275    -2.2127784149702707
-79.55210495139494    -1.0295497578978967
-78.00780572111773    -1.4961059205254423
-78.46384719260664    -1.510311413704278
-78.69140850091759    -1.7117029321950903
-77.66393130846342    -2.60960571593953
-77.5514343181178    -2.5891212012393976
-77.32760108271822    -2.575373807948211
-77.35526867474096    -3.1884875352436897
-77.3901532940626    -1.3160868088833453
-77.78366033891996    -1.4964025578929991
-77.57036680204243    -2.181815495337545
-77.6909129040211    -1.8338101728961542
-77.5232547101786    -1.3604131579411616
-76.37244559096217    -2.498090911387263
-77.04999276141439    -1.4641710802915595
-76.79749867509122    -1.990400546392212
-76.30606585948192    -2.145381288674626
-29.932512171245435    0.016104865894372523
-29.779932811834044    -0.23421363618774016
-29.9825129280768    0.10678595367268344
-29.709495283727392    -0.11257309094121414
-29.966927689260785    -0.059947077446862194
-29.69156222905997    -0.12238783831018507
-29.847022331614426    0.06014565362863342
-28.92835222756281    -0.5421116139163058
-29.020789367084546    -0.5630797103783456
-29.86482268498412    0.07881498584617029
-29.67541878451084    0.031176762347849094
-29.727217514247116    0.12085000475641099
-29.787061915675338    0.14805828844912014
-29.241849029367756    -0.5096306969373302
-28.921219581129492    0.1181309495809003
-28.731915833979997    -0.0022584710758111167
-27.69736494340617    -1.1834480465049866
-28.578929955059095    -0.05221378080469403
-28.646060662637183    -0.1537109454301633
-28.981999481877608    -0.00931695552414675
-26.568704151039526    -0.7123366277725318
-28.674192792441715    0.05166316106038775
-29.367986980000126    -0.0836910815464621
-29.416741984782618    0.025726931320095483
-29.56838606385429    0.19326373589625953
-29.21028358642502    -0.12959974196672933
-28.575692217020958    0.18860177450624646
-26.87205570694732    -1.1473893797211328
-28.930315722993726    0.011148811502481778
-28.817375436866598    0.042638331495615404
-28.108826439277834    -1.1520210623712244
-28.993902380293036    0.13360014557833583
-28.9670473621145    0.22295986119855357
-29.099700911495518    -0.11244797271705893
-29.046283114766425    0.1357507845103621
-28.752484833768676    -0.1407939604488206
-27.22122375752349    0.022053098644633826
-26.2013158935801    0.15744619167416032
-27.353279688102816    -0.04503492093245746
-26.10053724298092    0.07616007092176394
-29.196873365883903    0.2440216794398517
-28.371015411288113    -0.08217735385091035
-27.071448762425007    -0.03922460527495442
-26.347972259808103    0.0644273318506643
-27.903618136158514    0.11992962106072659
-29.84932878899025    0.3912694543672992
-27.598799568879542    -0.028817768990757553
-26.643611428957342    -0.003425378208644418
-27.18530198587132    -0.46504051667863405
-26.719648439539185    -0.1275264250871218
-29.83141268672938    0.28724974551317994
-28.04237696049296    -0.13861693381106524
-28.272641710011953    0.09097883867539898
-26.805439484628778    0.16003515515081282
-26.758561903236398    0.05274286395077069
-27.55026528024206    -0.08835837051639692
-29.924781618917393    0.9658650683461513
-26.48422523657473    0.043954847013322904
-27.67730320385965    -0.0459195653573821
-27.746250069848827    0.13433542667914702
-29.57450371315025    0.8172817251567654
-26.48248648178145    0.046064977633703506
-27.942150871484728    0.024205742389598484
-29.47806484508675    0.3380573502469578
-27.927486818351724    -0.06761287557423871
-26.73907800917368    0.0768283080113254
-27.363879482325217    0.09995870035946863
-27.758015613434566    -0.06589105714318819
-26.2832643832773    0.011003473099336927
-26.827427869905478    0.04760053489074078
-26.891801097729683    0.09095736397813688
-29.902928778644593    1.4938277039642625
-28.76150173007028    1.2957708975249433
-28.408282053663925    1.509400229152269
-28.580224784807285    0.22515374879296007
-28.38851152444198    0.25414828045143956
-28.476610909219573    0.3147915745829604
-27.8328089143572    1.431212364421503
-28.20955272504733    0.288091789724954
-28.755848835902555    1.1909961156844584
-28.202321490228258    0.3364069520560132
-28.510877718086817    0.4540360769418212
-29.57402494149312    1.0040969898203198
-26.102029272350023    0.31362090536037796
-27.689324325336884    1.071045635330191
-25.72810926981913    0.8147775907401317
-27.99326655229629    0.24141210003815822
-26.389085875601722    0.35915840145412203
-27.605157339323227    1.2061728579233404
-28.184342990013874    0.3854549335986761
-27.58958623923769    0.43485295447114386
-27.801448744742004    0.9199970743613117
-26.555572172685743    0.2547272483355086
-27.866282791407343    0.3092402946525947
-27.163483810694743    1.5789112254607913
-25.9854797145386    0.6963802166384643
-25.892270870917798    1.5213513208165197
-26.011916535736304    1.5335276146202008
-25.788065581805483    1.3763734470061748
-26.485309316024882    1.0688335972142644
-26.833004349845396    1.3736025962509752
-25.962054469315547    1.3257661550637383
-30.118443270494822    0.05473999869500272
-30.02186245396331    0.020548438556223913
-30.283140485872877    -0.9009599518675635
-30.325478361946807    0.26885112298481584
-30.510930638072523    -0.12816334100519614
-30.728858485604235    -0.18884074476635535
-30.497630223506235    -0.06603458139100465
-30.242362990092488    -0.8696130814543237
-30.596315378497366    -0.018507097099500994
-30.240249006343277    -0.11795834220772257
-30.629323071318368    -0.07138276230201668
-30.08115549702552    -0.0189628821835938
-30.17616549391994    0.11725690413019753
-30.740187051069256    -0.28718841618462443
-30.13608923960942    -0.6140072359623564
-30.43536734786045    -0.0482625356662887
-30.411779131263074    -0.05045056966165075
-30.678010826094237    -0.7875702160235826
-30.136407516299812    0.15606372468188198
-30.034184803383198    0.5505810809863617
-30.15336043136358    0.8568031315327549
-30.003042904045458    1.171093348139595
-64.69211360783589    -1.9025627870527844
-64.29063110018438    -1.8160911786444307
-63.99182868581704    -1.8964975929965642
-28.720886797086052    1.87814617248426
-29.278432525792027    1.8311590749196462
-27.16654751644529    1.6906225367663668
-25.575546918429552    1.8530435628368924
-25.316796525946415    1.8832267304661205
-6.749535484187504    -0.5409021699339052
-6.595397132799292    -0.5260443991607838
-6.663293981325694    -0.6854116328539605
